Department,Department_Name,Division,Gender,Base Salary,Overtime Pay,Longevity Pay,Grade
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,82776.25,6545.41,,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,F,74614,332.55,2216.16,16
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,107934,5974.19,,N24
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,98349,14005.52,1952.32,N22
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,F,93895,9841.43,5672,21
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,F,97317.33,365.31,,N25
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,148607,,,M3
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,85615,24810.28,5167.52,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,85615,4692.21,,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,72411.07,10419.25,,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,85615,9718.25,,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,85615,2511.93,,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,85615,4049.44,,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,85615,16134.88,,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,85615,20310.59,2545.76,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,98349,4810.07,,N22
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,81770,6370.83,2330.61,18
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,85615,15778.92,,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,85615,30888.1,,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,85615,6100.22,,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,85615,6915.47,,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,85615,1937.03,,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,85615,1144.71,2572.78,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,85615,11962.18,,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,81770,307.65,4933.6,18
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,95455.52,7372.97,,N22
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,85615,555.71,,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,85615,8577.17,5167.52,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,85615,13556.88,,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,85615,2096.95,,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,85615,19795.43,4768.48,19
DGS,Department of General Services,DGS 36 Facilities Major Programs,M,75536.13,13714.37,,N21
DGS,Department of General Services,DGS 36 Facilities Major Programs,M,95728.38,,,N25
DGS,Department of General Services,DGS 36 Facilities Major Programs,M,65109,,3919.52,13
DGS,Department of General Services,DGS 36 Facilities Major Programs,M,89653,21361.59,,20
DGS,Department of General Services,DGS 36 Facilities Major Programs,M,130167,,7880.96,28
DGS,Department of General Services,DGS 36 Facilities Major Programs,M,124198,845.67,3704.32,27
DGS,Department of General Services,DGS 36 Facilities Major Programs,M,103034,58328.89,2045.92,N23
DGS,Department of General Services,DGS 36 Facilities Major Programs,M,89653,19092.65,5412.96,20
DGS,Department of General Services,DGS 36 Facilities Major Programs,M,124198,,3704.32,27
DGS,Department of General Services,DGS 36 Facilities Major Programs,M,44429.17,,,5
DGS,Department of General Services,DGS 36 Facilities Major Programs,M,113091,,,25
DGS,Department of General Services,DGS 36 Facilities Major Programs,M,89653,27762.85,2667.52,20
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,65437.08,12854,,15
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,98349,3610.02,5943.36,22
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,52110,290.93,,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,71288,7079.57,,15
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,71288,4096.3,,15
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,81770,10160.51,,18
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,107934,25561.37,775.04,N24
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,50426,,236.32,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,78103,1267.32,,17
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,52110,677.39,1541.12,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,F,63504.14,12726.08,,N15
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,85615,11090.25,,19
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,81770,8516.99,,18
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,53708.81,14425.88,,18
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,59803.84,6901.77,,15
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,71288,154.24,,15
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,59423.08,9959.57,,18
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,71067.51,36404.03,,17
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,81770,35040.95,,18
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,148607,,,M3
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,63000,2476.29,,15
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,39012.29,135.92,,7
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,74569.68,736.41,,17
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,74569.68,736.41,,17
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,59506,555.46,,11
DGS,Department of General Services,DGS 36 Facilities Maintenance,F,40328.64,147.88,,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,62830.66,8532.2,,15
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,50984.51,,,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,81770,36350.38,,18
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,46232.21,666.89,,11
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,40505.19,759.55,,11
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,64000,6000.24,,15
DGS,Department of General Services,DGS 36 Facilities Maintenance,F,48036,12576.8,,12
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,85615,2962.73,2545.76,19
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,71288,8629.69,82.32,15
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,81770,7379.24,283.2,18
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,85615,13971.67,2545.76,19
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,71288,20330.31,,15
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,98349,11172.36,2928.48,22
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,85615,3338.7,2545.76,19
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,85615,12997.81,,19
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,84978.9,49416.9,,19
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,81770,,,18
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,80756.12,1137.93,,18
DGS,Department of General Services,DGS 36 Facilities Maintenance,F,50984.51,1538.05,,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,50984.51,367.68,,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,50984.51,367.68,,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,85615,15117.36,,19
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,81770,4175.94,,18
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,69866.97,5497.28,,18
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,85615,44333.6,,19
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,52403.98,12605.9,,12
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,81770,15687.33,2431.36,18
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,76245.15,38601.05,,17
DGS,Department of General Services,DGS 36 Facilities Maintenance,F,52110,75.16,,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,F,52110,18.19,,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,85615,5147.03,,19
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,52110,,1541.12,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,81770,6949.37,2431.36,18
DGS,Department of General Services,DGS 36 Facilities Maintenance,F,52110,817.29,2222.24,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,82909.25,2998.96,4730.4,22
DGS,Department of General Services,DGS 36 Facilities Maintenance,F,52110,450.96,,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,F,52110,1199.95,1541.12,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,85615,7171.78,,19
DGS,Department of General Services,DGS 36 Facilities Maintenance,F,52110,1221.35,,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,F,52110,1231.78,1541.12,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,F,52110,,2222.24,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,80987.09,15295.82,,22
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,85615,19241.73,2545.76,19
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,52110,1470.89,1541.12,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,96665,,719.82,22
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,62239,33869,3743.84,12
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,85615,12843.2,5167.52,19
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,78103,14774.56,,17
DGS,Department of General Services,DGS 36 Facilities Maintenance,F,52021.52,434.09,,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,F,52110,1562.67,1541.12,8
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,71288,40936.85,4295.04,15
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,81770,16324.94,4933.6,18
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,85615,3068.16,5167.52,19
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,81770,3253.75,,18
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,98349,26080.23,5943.36,22
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,98349,8515.14,,22
DGS,Department of General Services,DGS 36 Facilities,M,171540,,,M2
DGS,Department of General Services,DGS 36 Facilities,F,73893.36,1172.41,,16
DGS,Department of General Services,DGS 36 Facilities,F,93895,1519.49,1862.88,N21
DGS,Department of General Services,DGS 36 Facilities,M,78103,41761.09,1546.72,N17
DGS,Department of General Services,DGS 36 Facilities,F,68336.38,3157.24,,18
DGS,Department of General Services,DGS 36 Facilities,M,46088,,,5
DGS,Department of General Services,DGS 36 Facilities,F,102591.64,1124.96,,N25
DGS,Department of General Services,DGS 36 Facilities,M,74389.1,8884.58,2208.8,12
DGS,Department of General Services,DGS 36 Facilities,M,74614,2140.71,4497.76,16
DGS,Department of General Services,DGS 36 Facilities,M,170063.41,,,M3
DGS,Department of General Services,DGS 36 Energy and Sustainability,M,91453.64,,,22
DGS,Department of General Services,DGS 36 Energy and Sustainability,M,146022.98,,,M3
DGS,Department of General Services,DGS 36 Energy and Sustainability,M,130167,,,28
DGS,Department of General Services,DGS 36 Energy and Sustainability,M,113091,,,25
DGS,Department of General Services,DGS 36 Director,M,191726,,,M1
DGS,Department of General Services,DGS 36 Director,M,191726,,,M1
DGS,Department of General Services,DGS 36 Director,M,230000,,,EX1
DGS,Department of General Services,DGS 36 Director,F,171540,,,M2
DGS,Department of General Services,DGS 36 Contracting and Accounts Payable,F,103034,,6228.32,23
DGS,Department of General Services,DGS 36 Contracting and Accounts Payable,M,74614,,2216.16,16
DGS,Department of General Services,DGS 36 Contracting and Accounts Payable,M,103034,225.85,3068.96,23
DGS,Department of General Services,DGS 36 Contracting and Accounts Payable,M,168379.41,,,M3
DGS,Department of General Services,DGS 36 Contracting and Accounts Payable,F,92263.06,6792.54,,23
DGS,Department of General Services,DGS 36 Contracting and Accounts Payable,F,89657.22,,,25
DGS,Department of General Services,DGS 36 Contracting and Accounts Payable,F,120837.26,,,M3
DGS,Department of General Services,DGS 36 Central Services,F,171540,,,M2
DGS,Department of General Services,DGS 36 Central Duplicating,M,53000,,,13
DGS,Department of General Services,DGS 36 Central Duplicating,M,74614,3593.51,,16
DGS,Department of General Services,DGS 36 Central Duplicating,M,56434.53,16814.37,,11
DGS,Department of General Services,DGS 36 Central Duplicating,M,58949.09,,,11
DGS,Department of General Services,DGS 36 Central Duplicating,M,55805.9,,,11
DGS,Department of General Services,DGS 36 Central Duplicating,M,63483.56,9770.28,,16
DGS,Department of General Services,DGS 36 Central Duplicating,M,40171.07,80.34,,9
DGS,Department of General Services,DGS 36 Central Duplicating,M,57897.06,4699,,16
DGS,Department of General Services,DGS 36 Central Duplicating,F,56048.67,,,11
DGS,Department of General Services,DGS 36 Central Duplicating,M,94103.94,,,N23
DGS,Department of General Services,DGS 36 Central Duplicating,F,50612.21,17.05,,11
DGS,Department of General Services,DGS 36 Central Duplicating,M,54184,,,11
DGS,Department of General Services,DGS 36 Central Duplicating,M,59506,,3577.44,11
DGS,Department of General Services,DGS 36 Central Duplicating,M,145757.77,,,M3
DGS,Department of General Services,DGS 36 Central Duplicating,M,51184,10994.76,,11
DGS,Department of General Services,DGS 36 Central Duplicating,F,55100.74,,,11
DGS,Department of General Services,DGS 36 Central Duplicating,M,66452.61,14496.23,,16
DGS,Department of General Services,DGS 36 Central Duplicating,M,59506,858.31,,11
DGS,Department of General Services,DGS 36 Central Duplicating,M,81152.7,15190.29,,N20
DGS,Department of General Services,DGS 36 Central Duplicating,M,74614,683.76,,16
DGS,Department of General Services,DGS 36 Central Duplicating,F,65109,,,13
DGS,Department of General Services,DGS 36 Central Duplicating,F,59506,1413.78,,11
DGS,Department of General Services,DGS 36 Central Duplicating,M,72475.23,5414.4,,N17
DGS,Department of General Services,DGS 36 Central Duplicating,M,63577.83,,,15
DGS,Department of General Services,DGS 36 Central Duplicating,M,59506,1094.35,,11
DGS,Department of General Services,DGS 36 Central Duplicating,M,59506,321.9,,11
DGS,Department of General Services,DGS 36 Central Duplicating,F,65746,4225.01,,14
DGS,Department of General Services,DGS 36 Central Duplicating,M,48715,1352.6,,11
DGS,Department of General Services,DGS 36 Central Duplicating,M,68130,19879.02,,14
DGS,Department of General Services,DGS 36 Central Duplicating,M,74614,5265.98,2216.16,16
DGS,Department of General Services,DGS 36 Central Duplicating,M,74614,,4497.76,16
DGS,Department of General Services,DGS 36 Central Duplicating,M,59506,,3577.44,11
DGS,Department of General Services,DGS 36 Central Duplicating,M,71288,,,15
DGS,Department of General Services,DGS 36 Central Duplicating,F,81285.86,18785.19,,N20
DGS,Department of General Services,DGS 36 Central Duplicating,F,93895,713.22,5672,21
DGS,Department of General Services,DGS 36 Building Design and Construction,F,130167,,3883.2,28
DGS,Department of General Services,DGS 36 Building Design and Construction,F,130167,,,N28
DGS,Department of General Services,DGS 36 Building Design and Construction,M,103034,,,23
DGS,Department of General Services,DGS 36 Building Design and Construction,M,103034,803.99,2367.2,23
DGS,Department of General Services,DGS 36 Building Design and Construction,F,148607,,,M3
DGS,Department of General Services,DGS 36 Building Design and Construction,F,102137.94,,,N25
DGS,Department of General Services,DGS 36 Building Design and Construction,F,105242.94,,,N25
DGS,Department of General Services,DGS 36 Building Design and Construction,M,103034,1783.32,,23
DGS,Department of General Services,DGS 36 Building Design and Construction,M,103034,3537.48,,23
DGS,Department of General Services,DGS 36 Building Design and Construction,M,103034,,,23
DGS,Department of General Services,DGS 36 Building Design and Construction,M,130167,,,28
DGS,Department of General Services,DGS 36 Building Design and Construction,M,130167,,,N28
DGS,Department of General Services,DGS 36 Building Design and Construction,M,148607,,,M3
DGS,Department of General Services,DGS 36 Building Design and Construction,M,130167,398.34,7880.96,28
DGS,Department of General Services,DGS 36 Building Design and Construction,M,130167,,,28
DGS,Department of General Services,DGS 36 Building Design and Construction,F,74614,,4497.76,16
DGS,Department of General Services,DGS 36 Building Design and Construction,M,124198,,3704.32,27
DGS,Department of General Services,DGS 36 Building Design and Construction,F,130167,,,N28
DGS,Department of General Services,DGS 36 Building Design and Construction,M,130167,,,28
DGS,Department of General Services,DGS 36 Building Design and Construction,M,130167,,450.72,28
DGS,Department of General Services,DGS 36 Building Design and Construction,F,124198,,3704.32,27
DGS,Department of General Services,DGS 36 Building Design and Construction,M,148607,,,M3
DGS,Department of General Services,DGS 36 Building Design and Construction,M,171540,,,M2
DGS,Department of General Services,DGS 36 Building Design and Construction,M,148607,,,M3
DGS,Department of General Services,DGS 36 Building Design and Construction,M,130167,,,28
DGS,Department of General Services,DGS 36 Building Design and Construction,M,130167,,,N28
DGS,Department of General Services,DGS 36 Building Design and Construction,M,103034,,475.84,23
DGS,Department of General Services,DGS 36 Building Design and Construction,M,103034,,,23
DGS,Department of General Services,DGS 36 Building Design and Construction,M,103034,6061.42,,23
DGS,Department of General Services,DGS 36 Automation,M,123519.8,,,N28
DGS,Department of General Services,DGS 36 Automation,M,103034,,3068.96,23
DGS,Department of General Services,DGS 36 Automation,M,107830.52,,,26
DGS,Department of General Services,DGS 36 Automation,F,124000.87,,,N28
DGS,Department of General Services,DGS 36 Automation,M,116963.31,,,26
DGS,Department of General Services,DGS 36 Automation,M,143021,,,N30
DGS,Department of General Services,DGS 36 Administration and Budget,F,113091,,2247.68,N25
DGS,Department of General Services,DGS 36 Administration and Budget,F,93895,2813.21,1862.88,N21
DGS,Department of General Services,DGS 36 Administration and Budget,M,47152.4,,,12
DGS,Department of General Services,DGS 36 Administration and Budget,M,113091,,,N25
DGS,Department of General Services,DGS 36 Administration and Budget,F,106182.34,,,N25
DGS,Department of General Services,DGS 36 Administration and Budget,F,113091,,2247.68,N25
DGS,Department of General Services,DGS 36 ADA Compliance,F,98251.25,,,21
DGS,Department of General Services,DGS 36 ADA Compliance,M,130167,,,28
DGS,Department of General Services,DGS 36 ADA Compliance,M,148607,,,M3
DGS,Department of General Services,DGS 36 ADA Compliance,M,103034,,1546.48,23
DGS,Department of General Services,DGS 36 ADA Compliance,M,110273.79,,,25
DGS,Department of General Services,DGS 36 ADA Compliance,M,103034,,3068.96,23
DEP,Department of Environmental Protection,DEP 80 Watershed Restoration Division,F,113091,,,25
DEP,Department of Environmental Protection,DEP 80 Watershed Restoration Division,M,171540,,,M2
DEP,Department of Environmental Protection,DEP 80 Watershed Restoration Division,M,101585.26,,,23
DEP,Department of Environmental Protection,DEP 80 Watershed Restoration Division,F,113091,,1131.52,N25
DEP,Department of Environmental Protection,DEP 80 Watershed Restoration Division,M,91034.86,,,23
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,M,93895,14481.75,5672,21
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,M,93895,,5672,21
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,F,81770,,,18
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,F,103034,,,N23
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,M,113091,,,N25
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,F,82636.31,,,21
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,F,81710.57,,,21
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,M,113091,,2247.68,N25
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,M,93895,,2794.4,21
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,F,66684,,,18
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,F,53684,,,18
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,F,63684,,,21
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,F,100773.62,,,N23
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,F,59310.55,,,18
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,F,81770,,,18
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,F,92607.08,,,N23
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,F,78853.61,,,21
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,F,148607,,,M3
DEP,Department of Environmental Protection,DEP 80 Strategic Services Division,F,171540,,,M2
DEP,Department of Environmental Protection,DEP 80 Strategic Services Division,F,88671.43,,,26
DEP,Department of Environmental Protection,DEP 80 Strategic Services Division,F,113091,,,25
DEP,Department of Environmental Protection,DEP 80 Strategic Services Division,M,105668,,,N30
DEP,Department of Environmental Protection,DEP 80 Strategic Services Division,F,103034,,,23
DEP,Department of Environmental Protection,DEP 80 Strategic Services Division,F,39051.5,,,17
DEP,Department of Environmental Protection,DEP 80 Strategic Services Division,M,93895,,,21
DEP,Department of Environmental Protection,DEP 80 Strategic Services Division,F,103034,,3068.96,23
DEP,Department of Environmental Protection,DEP 80 Stormwater BMP Inspection and Maintenance,M,103034,,,N23
DEP,Department of Environmental Protection,DEP 80 Stormwater BMP Inspection and Maintenance,M,113091,,,N25
DEP,Department of Environmental Protection,DEP 80 Stormwater BMP Inspection and Maintenance,F,113091,,2247.68,N25
DEP,Department of Environmental Protection,DEP 80 Stormwater BMP Inspection and Maintenance,M,103034,,6228.32,23
DEP,Department of Environmental Protection,DEP 80 Stormwater BMP Inspection and Maintenance,F,103034,,,23
DEP,Department of Environmental Protection,DEP 80 Stormwater BMP Inspection and Maintenance,M,95392.96,5354.15,,23
DEP,Department of Environmental Protection,DEP 80 Stormwater BMP Inspection and Maintenance,M,109792.47,,,N25
DEP,Department of Environmental Protection,DEP 80 Stormwater BMP Inspection and Maintenance,M,103034,11558.3,3068.96,23
DEP,Department of Environmental Protection,DEP 80 Stormwater BMP Inspection and Maintenance,M,103034,9696.52,,23
DEP,Department of Environmental Protection,DEP 80 Stormwater BMP Inspection and Maintenance,M,103034,,,23
DEP,Department of Environmental Protection,DEP 80 Stormwater BMP Inspection and Maintenance,F,88043.11,,,23
DEP,Department of Environmental Protection,DEP 80 Stormwater BMP Inspection and Maintenance,M,70783.08,,,23
DEP,Department of Environmental Protection,DEP 80 Stormwater BMP Inspection and Maintenance,F,148129.62,,,M3
DEP,Department of Environmental Protection,DEP 80 Stormwater BMP Inspection and Maintenance,F,113091,,,N25
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,M,78103,25963.14,,N17
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,M,113091,,1681.92,N25
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,F,65109,19017.46,,13
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,M,124198,,,27
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,M,89653,24821.09,,20
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,F,56303.99,10787.4,,13
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,M,85615,,,19
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,M,90927.86,2005.22,,N23
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,F,63104.4,14061.26,,13
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,M,146927.47,,,M3
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,M,89653,1747.87,5412.96,20
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,M,56852.4,3442.59,,16
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,M,44684,3405.7,,13
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,F,113091,,2247.68,N25
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,M,90901,2964.54,,23
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,M,84542.94,5430.6,,20
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,F,45000,,,13
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,M,86612.94,2778.61,,20
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,F,89653,127.54,,20
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,F,65109,20420.26,,13
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,F,74614,12283.15,,16
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,F,80086,,379.17,18
DEP,Department of Environmental Protection,DEP 80 Recycling and Resource Management Division,M,113650,,,M3
DEP,Department of Environmental Protection,DEP 80 Recycling and Resource Management Division,F,75385.76,,,N17
DEP,Department of Environmental Protection,DEP 80 Recycling and Resource Management Division,M,171540,,,M2
DEP,Department of Environmental Protection,DEP 80 Recycling and Resource Management Division,M,23044,,,5
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,93895,13704.76,5672,21
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,93895,1369.91,2089.8,21
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,F,81770,3096.82,,18
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,93895,13351.27,5672,21
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,58234.32,1263.03,,12
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,93895,6604.62,325.2,21
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,F,93895,9636.68,,21
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,93895,6046.11,5672,21
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,93895,7686.07,5672,21
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,81770,943.52,,18
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,93895,10643.32,2794.4,21
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,93895,17797.88,,21
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,F,93895,,2794.4,21
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,113091,,2247.68,N25
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,F,104690.49,,,N25
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,79948.11,7721,,21
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,81523.9,12375.5,,21
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,93895,14848.04,,21
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,F,81770,2801.4,,18
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,93895,24693.32,,21
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,87580.18,5986.37,,21
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,F,93895,,,21
DEP,Department of Environmental Protection,"DEP 80 Planning, Outreach and Monitoring",F,103034,,,23
DEP,Department of Environmental Protection,"DEP 80 Planning, Outreach and Monitoring",M,98349,,5943.36,22
DEP,Department of Environmental Protection,"DEP 80 Planning, Outreach and Monitoring",F,88275.78,,,23
DEP,Department of Environmental Protection,"DEP 80 Planning, Outreach and Monitoring",M,98349,,2928.48,22
DEP,Department of Environmental Protection,"DEP 80 Planning, Outreach and Monitoring",M,98349,,1700.88,22
DEP,Department of Environmental Protection,"DEP 80 Planning, Outreach and Monitoring",M,94369.03,,,23
DEP,Department of Environmental Protection,"DEP 80 Planning, Outreach and Monitoring",M,104476.73,,,N26
