Department,Department Name,Division,Gender,Base Salary,2021 Overtime Pay,2021 Longevity Pay,Grade
POL,Department of Police,Field Services Bureau,F,77370,,,P4
POL,Department of Police,POL 47 PSB 4th District Patrol,F,77370,,,P4
POL,Department of Police,PSB 6th District Patrol,F,77370,,,P4
POL,Department of Police,PSB 3rd District Patrol,M,77370,,,P4
POL,Department of Police,FSB Security Services Division,M,77849.27,,,23
POL,Department of Police,MSB Information Management and Technology Division,F,77852.71,,,18
POL,Department of Police,MSB Communications Division,F,78576.17,,,21
POL,Department of Police,PSB 4th District Patrol,M,80077,,,P4
POL,Department of Police,PSB 2nd District Patrol,F,80077,,,P4
POL,Department of Police,PSB 2nd District Patrol,M,80077,,,P4
POL,Department of Police,MSB Training and Education Division,F,80086,,,18
POL,Department of Police,MSB Personnel Division,M,80086,,,18
POL,Department of Police,Management Services Bureau,F,80086,,2386.8,18
POL,Department of Police,POL 47 MSB Management and Budget Division False Alarm Reduction Unit,F,80086,,3801.06,18
POL,Department of Police,POL 47 PSB 1st District Patrol,M,80489,,,P4
POL,Department of Police,MSB Information Management and Technology Division Crime Analysis Section,M,81633.37,,,22
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,82509.32,,,25
POL,Department of Police,POL 47 PSB 1st District Station,F,82691,,191.04,19
POL,Department of Police,PSB 5th District Patrol,M,82882,,,P4
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,83559.5,,,25
POL,Department of Police,POL 47 PSB 6th District Patrol,M,84515,,,P4
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,M,85442.27,,,25
POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,F,85783,,,P4
POL,Department of Police,PSB 6th District Patrol,F,85783,,,P4
POL,Department of Police,PSB 6th District Patrol,F,85783,,,P4
POL,Department of Police,PSB 3rd District Patrol,M,85783,,,P4
POL,Department of Police,PSB 5th District Patrol,M,85783,,,P4
POL,Department of Police,POL 47 ISB Major Crimes Division Victim Witness Assistance Section,F,86669,,568.52,20
POL,Department of Police,MSB Management and Budget Division,M,87112.46,,,21
POL,Department of Police,POL 47 PSB 1st District Special Assignment Team,M,87473,,,P4
POL,Department of Police,ISB Major Crimes Division Victim Witness Assistance Section,F,87969,,5318.56,20
POL,Department of Police,MSB Information Management and Technology Division Crime Analysis Section,F,87969,,1820.16,20
POL,Department of Police,ISB Major Crimes Division Victim Witness Assistance Section,F,87969,,2620.8,20
POL,Department of Police,MSB Information Management and Technology Division,F,87969,,5318.56,20
POL,Department of Police,MSB Information Management and Technology Division Crime Analysis Section,F,87969,,,20
POL,Department of Police,ISB Special Victims Investigations Division Family Justice,F,87969,,4494.88,20
POL,Department of Police,ISB Major Crimes Division Victim Witness Assistance Section,F,87969,,,20
POL,Department of Police,ISB Major Crimes Division Victim Witness Assistance Section,F,87969,,2620.8,20
POL,Department of Police,MSB Training and Education Division,M,87969,,,20
POL,Department of Police,Management Services Bureau,F,88094.6,,,25
POL,Department of Police,MSB Management and Budget Division,F,88407.66,,,23
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,M,88773.17,,,23
POL,Department of Police,PSB 1st District Community Operations,M,88785,,,P4
POL,Department of Police,PSB 2nd District Patrol,M,88785,,,P4
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,88785,,,P4
POL,Department of Police,PSB 5th District Patrol,M,88785,,,P4
POL,Department of Police,PSB 5th District Patrol,M,88785,,,P4
POL,Department of Police,HQ Office of the Chief Professional Accountability Division,F,88940.6,,,25
POL,Department of Police,CRB Policy and Planning Division,F,89282.45,,,25
POL,Department of Police,MSB Information Management and Technology Division Crime Analysis Section,M,91395.68,,,25
POL,Department of Police,PSB 1st District Patrol,M,91894,,,P4
POL,Department of Police,PSB 1st District Patrol,M,91894,,,P4
POL,Department of Police,ISB Criminal Investigations Division 6th District Investigative Section,F,91894,,,P4
POL,Department of Police,PSB 5th District Patrol,M,91894,,,P4
POL,Department of Police,PSB 6th District Patrol,M,91894,,,P4
POL,Department of Police,ISB Special Victims Investigations Division Exploitation and Registry,F,92211,,2746.64,21
POL,Department of Police,ISB Criminal Investigations Division Financial Crimes Section,F,92211,,5574.4,21
POL,Department of Police,MSB Communications Division,F,92211,,,21
POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,F,92211,,1831.44,21
POL,Department of Police,MSB Personnel Division Background Section,M,92211,,2746.64,21
POL,Department of Police,ISB Special Victims Investigations Division Family Justice,F,92211,,5574.4,21
POL,Department of Police,MSB Personnel Division Background Section,M,92211,,319.2,21
POL,Department of Police,MSB Personnel Division Background Section,M,92211,,5574.4,21
POL,Department of Police,MSB Training and Education Division,F,92211,,,21
POL,Department of Police,MSB Personnel Division Background Section,M,92211,,,21
POL,Department of Police,MSB Personnel Division Background Section,M,92211,,,21
POL,Department of Police,MSB Personnel Division Background Section,M,92211,,,21
POL,Department of Police,MSB Personnel Division Background Section,M,92211,,,21
POL,Department of Police,MSB Personnel Division Background Section,M,92211,,,21
POL,Department of Police,MSB Personnel Division Background Section,M,92211,,,21
POL,Department of Police,MSB Management and Budget Division,F,93145.07,,,23
POL,Department of Police,FSB Traffic Division Collision Reconstruction,F,93225,,,P5
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Exploitation and Registry,M,93706,,2993.88,P4
POL,Department of Police,POL 47 PSB 5th District Patrol,M,93706,,834.31,P4
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,93706,,1513.8,P4
POL,Department of Police,POL 47 ISB Criminal Investigations Division 4th District Investigative Section,F,93706,,2292.75,P4
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,93706,,1513.8,P4
POL,Department of Police,PSB 3rd District Patrol,M,95112,,3304.47,P4
POL,Department of Police,PSB 1st District Patrol,M,95112,,3569.51,P4
POL,Department of Police,PSB 2nd District Patrol,M,95112,,6724.51,P4
POL,Department of Police,PSB 3rd District Patrol,M,95112,,3304.47,P4
POL,Department of Police,PSB 6th District Patrol,M,95112,,,P4
POL,Department of Police,Patrol Services Bureau,M,95112,,2295.27,P4
POL,Department of Police,PSB 4th District Patrol,M,95112,,6724.51,P4
POL,Department of Police,PSB 6th District Patrol,F,95112,,6724.51,P4
POL,Department of Police,PSB 1st District Patrol,M,95112,,3304.47,P4
POL,Department of Police,PSB 6th District Patrol,M,95112,,6724.51,P4
POL,Department of Police,MSB Personnel Division Recruitment Section,F,95112,,3304.47,P4
POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,M,95112,,6724.51,P4
POL,Department of Police,POL 47 ISB Criminal Investigations Division 6th District Investigative Section,M,95112,,6398.81,P4
POL,Department of Police,PSB 2nd District Patrol,M,95112,,3304.47,P4
POL,Department of Police,POL 47 PSB 5th District Patrol,M,95112,,3176.43,P4
POL,Department of Police,PSB 6th District Patrol,M,95112,,6724.51,P4
POL,Department of Police,ISB Criminal Investigations Division 2nd District Investigative Section,F,95112,,6724.51,P4
POL,Department of Police,PSB 2nd District Patrol,M,95112,,6724.51,P4
POL,Department of Police,PSB 1st District Patrol,M,95112,,6724.51,P4
POL,Department of Police,POL 47 PSB 5th District Patrol,M,95112,,3565.22,P4
POL,Department of Police,PSB 1st District Patrol,M,95112,,2295.27,P4
POL,Department of Police,PSB 6th District Patrol,M,95112,,6724.51,P4
POL,Department of Police,PSB 6th District Patrol,M,95112,,6724.51,P4
POL,Department of Police,PSB 5th District Patrol,M,95112,,6692.42,P4
POL,Department of Police,PSB 1st District Patrol,M,95112,,6724.51,P4
POL,Department of Police,PSB 1st District Patrol,M,95112,,2295.27,P4
POL,Department of Police,PSB 3rd District Patrol,M,95112,,,P4
POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,F,95112,,6724.51,P4
POL,Department of Police,POL 47 PSB 1st District Community Operations,M,95112,,5265.38,P4
POL,Department of Police,PSB 1st District Patrol,M,95112,,3304.47,P4
POL,Department of Police,MSB Personnel Division,M,95112,,6724.51,P4
POL,Department of Police,CRB Policy and Planning Division,M,95112,,6724.51,P4
POL,Department of Police,PSB 2nd District Patrol,F,95112,,6724.51,P4
POL,Department of Police,PSB 5th District Patrol,F,95112,,6724.51,P4
POL,Department of Police,PSB 1st District Patrol,M,95112,,6724.51,P4
POL,Department of Police,PSB 2nd District Patrol,M,95112,,6724.51,P4
POL,Department of Police,PSB 1st District Patrol,M,95112,,6724.51,P4
POL,Department of Police,CRB Policy and Planning Division,F,95112,,5680.03,P4
POL,Department of Police,PSB 1st District Patrol,M,95112,,3304.47,P4
POL,Department of Police,PSB 4th District Patrol,M,95112,,6724.51,P4
POL,Department of Police,PSB 5th District Patrol,M,95112,,2295.27,P4
POL,Department of Police,ISB Special Victims Investigations Division Family Justice,F,95112,,2875.45,P4
POL,Department of Police,PSB 2nd District Patrol,F,95112,,,P4
POL,Department of Police,PSB 1st District Patrol,M,95112,,6724.51,P4
POL,Department of Police,POL 47 PSB 5th District Patrol,M,95112,,4672.6,P4
POL,Department of Police,PSB 4th District Patrol,F,95112,,5680.03,P4
POL,Department of Police,PSB 2nd District Patrol,M,95112,,3304.47,P4
POL,Department of Police,PSB 6th District Patrol,M,95112,,3304.47,P4
POL,Department of Police,PSB 2nd District Patrol,M,95112,,5680.03,P4
POL,Department of Police,POL 47 PSB 1st District Patrol,M,95112,,4118.91,P4
POL,Department of Police,PSB 1st District Patrol,M,95112,,3304.47,P4
POL,Department of Police,ISB Major Crimes Division Fugitive Section,M,95112,,,P4
POL,Department of Police,PSB 4th District Patrol,M,95112,,,P4
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,95839.52,,,26
POL,Department of Police,MSB Information Management and Technology Division Crime Analysis Section,M,96665,,,22
REC,Department of Recreation,Aquatic Team Management,F,91547.24,2079.67,,21
POL,Department of Police,POL 47 ISB Criminal Investigations Division 4th District Investigative Section,M,99865,,4905.99,P5
POL,Department of Police,POL 47 PSB 4th District Patrol,M,99865,,3709.07,P5
POL,Department of Police,MSB Personnel Division Administration,F,101350,,2013.44,23
POL,Department of Police,MSB Training and Education Division,F,101350,,3019.12,23
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,101350,,,23
POL,Department of Police,POL 47 HQ Office of the Chief Professional Accountability Division,M,101350,,,23
POL,Department of Police,MSB Personnel Division Administration,F,101350,,,23
POL,Department of Police,MSB Communications Division,F,102427.06,,,25
POL,Department of Police,MSB Information Management and Technology Division,F,102761.48,,,M3
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,103779.65,,,25
POL,Department of Police,MSB Communications Division,M,106016.89,,,25
POL,Department of Police,POL 47 PSB 4th District Patrol,M,108226,,2186.54,A1
POL,Department of Police,MSB Management and Budget Division,F,108955.42,,,25
POL,Department of Police,HQ Office of the Chief Internal Affairs Division,M,109849,,,A1
POL,Department of Police,Field Services Bureau,M,109849,,7766.33,A1
POL,Department of Police,MSB Personnel Division Polygraph Section,M,109849,,7766.33,A1
POL,Department of Police,MSB Training and Education Division,M,109849,,7766.33,A1
POL,Department of Police,PSB 4th District Patrol,M,109849,,7766.33,A1
POL,Department of Police,PSB 6th District Patrol,M,109849,,3816.41,A1
POL,Department of Police,PSB 6th District Patrol,M,109849,,7766.33,A1
POL,Department of Police,FSB Traffic Division School Safety Section,M,109849,,6560.01,A1
POL,Department of Police,HQ Office of the Chief Internal Affairs Division,M,109849,,7766.33,A1
POL,Department of Police,PSB 1st District Community Operations,M,109849,,,A1
POL,Department of Police,MSB Personnel Division Background Section,F,111373.01,,2119.04,25
POL,Department of Police,MSB Management and Budget Division,F,111407,,,25
POL,Department of Police,MSB Personnel Division Administration,F,111407,,,25
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,111407,,,25
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,111407,,2304.9,25
POL,Department of Police,MSB Information Management and Technology Division,M,111407,,1537.28,25
POL,Department of Police,ISB Major Crimes Division Victim Witness Assistance Section,F,111407,,1537.28,25
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,111407,,3318.64,25
POL,Department of Police,MSB Information Management and Technology Division,M,112597.44,,,26
POL,Department of Police,MSB Information Management and Technology Division,M,116825,,3479.84,26
POL,Department of Police,MSB Management and Budget Division,F,116825,,,26
POL,Department of Police,MSB Information Management and Technology Division,M,116825,,,26
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,116825,,,26
POL,Department of Police,MSB Information Management and Technology Division,F,116825,,,26
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,119685.01,,,27
POL,Department of Police,MSB Information Management and Technology Division,F,121830.23,,,28
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,122514,,,27
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,M,124306.6,,,M3
POL,Department of Police,MSB Information Management and Technology Division,M,128483,,,28
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,130000,,,M3
POL,Department of Police,CRB Community Engagement Division Media Resources Section,F,130935,,,M3
POL,Department of Police,Management Services Bureau,M,133382.88,,,M3
POL,Department of Police,MSB Communications Division,M,134596.35,,,M3
POL,Department of Police,ISB Criminal Investigations Division,M,136305.04,,,A2
POL,Department of Police,HQ Office of the Chief,M,136305.04,,,A2
POL,Department of Police,POL 47 PSB 5th District Station,M,136375.48,,,A2
POL,Department of Police,MSB Information Management and Technology Division,F,140410.82,,,M3
POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,M,141337,,730.24,30
POL,Department of Police,PSB 3rd District Station,M,141632.02,,,A2
POL,Department of Police,POL 47 FSB Traffic Division,M,142428.18,,,A2
POL,Department of Police,POL 47 PSB 3rd District Station,M,143995.19,,,A2
POL,Department of Police,POL 47 ISB Criminal Investigations Division Crime Laboratory Section,M,144751,,,M3
POL,Department of Police,Management Services Bureau,M,145117.28,,,A2
POL,Department of Police,PSB 2nd District Station,M,145117.28,,,A2
POL,Department of Police,HQ Office of the Chief Internal Affairs Division,F,146155.12,,,A2
POL,Department of Police,Patrol Services Bureau,M,146155.12,,,A2
POL,Department of Police,POL 47 PSB 3rd District Station,M,146155.12,,,A2
POL,Department of Police,MSB Information Management and Technology Division,F,146923,,,M3
POL,Department of Police,MSB Personnel Division,F,146923,,,M3
POL,Department of Police,MSB Information Management and Technology Division,F,152000,,,M2
POL,Department of Police,POL 47 HQ Office of the Chief Internal Affairs Division,M,163139.89,,,A3
POL,Department of Police,FSB Security Services Division,M,167475,,,M2
POL,Department of Police,PSB 3rd District Station,M,168078.39,,,A3
POL,Department of Police,MSB Communications Division,F,168706.82,,,M2
POL,Department of Police,POL 47 MSB Management and Budget Division,M,169856,,,M2
POL,Department of Police,POL 47 Investigative Services Bureau,M,177500,,,0
POL,Department of Police,POL 47 Field Services Bureau,M,180162.5,,,0
POL,Department of Police,Management Services Bureau,M,190000,,,0
POL,Department of Police,Patrol Services Bureau,M,190000,,,0
POL,Department of Police,Investigative Services Bureau,M,190000,,,0
POL,Department of Police,Community Resources Bureau,M,190000,,,0
POL,Department of Police,HQ Police Chief,M,236000,,,0
PRO,Office of Procurement,Procurement Operations Section,M,65054.66,985.25,,16
PRO,Office of Procurement,Procurement Services Section,F,63425,92.84,1889.68,13
PRO,Office of Procurement,Procurement Division,M,48720,,,18
PRO,Office of Procurement,Procurement Operations Section,M,54889.81,,,16
PRO,Office of Procurement,Procurement Operations Section,F,64679.27,,,18
PRO,Office of Procurement,Procurement Services Section,M,72930,,2172.56,16
PRO,Office of Procurement,Procurement Operations Section,F,78216.8,,,18
PRO,Office of Procurement,Procurement Operations Section,F,80086,,,18
PRO,Office of Procurement,Procurement Operations Section,F,81471.2,,,23
PRO,Office of Procurement,Procurement Operations Section,M,91177.91,,2495.2,23
PRO,Office of Procurement,"MFD (Minority, Female, and Disabled Persons Program)",M,92211,,5574.4,21
PRO,Office of Procurement,Business Relations and Compliance Division,F,92681.43,,,23
PRO,Office of Procurement,Business Relations and Compliance Division,F,92929.23,,,23
PRO,Office of Procurement,Procurement Operations Section,M,101350,,,23
PRO,Office of Procurement,LSBRP (Local Small Business Reserve Program),M,101350,,,23
PRO,Office of Procurement,PRO 35 Procurement Operations Section,M,111407,,3151.52,27
PRO,Office of Procurement,"Living Wage, Prevailing Wage and Equal Benefits",M,111407,,,25
PRO,Office of Procurement,Procurement Operations Section,F,111407,,6735.04,25
PRO,Office of Procurement,Procurement Division,F,115635.68,,,28
PRO,Office of Procurement,PRO 35 Procurement Operations Section,M,120231.43,,,M3
PRO,Office of Procurement,Procurement Operations Section,F,122514,,,27
PRO,Office of Procurement,Procurement Operations Section,M,122514,,,27
PRO,Office of Procurement,Procurement Operations Section,M,122514,,2535.12,27
PRO,Office of Procurement,Procurement Operations Section,F,122514,,7407.92,27
PRO,Office of Procurement,Business Relations and Compliance Division,F,150496,,,M2
PRO,Office of Procurement,Procurement Division,F,165828.12,,,M2
PRO,Office of Procurement,Procurement Director,M,200000,,,0
REC,Department of Recreation,Countywide Programs,F,101350,14794.26,2013.44,23
REC,Department of Recreation,Business Services,F,96608.76,8149.99,,23
REC,Department of Recreation,Aquatic Team Management,M,73439.73,1974.96,,21
REC,Department of Recreation,Business Services,F,71143.73,1129.72,,18
REC,Department of Recreation,Countywide Programs,F,72930,972.76,1508.88,16
REC,Department of Recreation,Aquatic Team Management,F,89200.24,934.92,,21
REC,Department of Recreation,Countywide Programs,M,92211,556.04,5574.4,21
REC,Department of Recreation,Facilities Division,M,92211,539.86,2746.64,21
REC,Department of Recreation,Countywide Programs,M,92211,539.86,2746.64,21
REC,Department of Recreation,REC 72 Facilities Division,M,92211,524.13,,21
REC,Department of Recreation,Youth Development Youth Services,M,92211,524.13,,21
REC,Department of Recreation,Facilities Division,M,92211,510.8,,21
REC,Department of Recreation,Aquatic Team Management,M,89180.95,506.91,,25
REC,Department of Recreation,Countywide Programs,M,89685.83,486.46,,21
REC,Department of Recreation,Countywide Programs,F,91594.64,451.65,,23
REC,Department of Recreation,Countywide Programs,M,80538.67,442.31,,21
REC,Department of Recreation,Facilities Division,M,77888.61,427.76,,21
REC,Department of Recreation,Countywide Programs,F,92211,417.03,5574.4,21
REC,Department of Recreation,Facilities Division,F,92211,404.9,2746.64,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,F,72448.49,397.88,,21
REC,Department of Recreation,Countywide Programs,F,92211,393.1,1907.6,21
REC,Department of Recreation,Northern Region Area I,F,68317.07,385.16,,21
REC,Department of Recreation,Youth Development Youth Services,F,69111.47,366.72,,21
REC,Department of Recreation,Senior Programs,M,66183.08,363.47,,21
REC,Department of Recreation,Facilities Division,F,81146.05,322.93,,21
REC,Department of Recreation,Facilities Division,M,62369.59,311.39,,21
REC,Department of Recreation,Facilities Division,F,57680.13,306.06,,18
REC,Department of Recreation,Youth Development Youth Services,F,63448.14,306.06,,21
REC,Department of Recreation,Aquatic Team Management,M,50265.52,290.01,,18
REC,Department of Recreation,Countywide Programs,M,46462.53,264.15,,18
REC,Department of Recreation,Business Services,F,66446,239.63,,14
REC,Department of Recreation,Countywide Programs,M,59953.59,232.36,,21
REC,Department of Recreation,Aquatic Team Management,M,52024.81,190.37,,18
REC,Department of Recreation,Office of the Director,F,66253.39,136.45,,20
REC,Department of Recreation,Information Technology,M,83774.32,116.75,,19
REC,Department of Recreation,Business Services,F,72930,108.35,2172.56,16
REC,Department of Recreation,REC 72 Business Services,F,45338.22,64.43,,14
REC,Department of Recreation,Aquatic Team Management,M,53845.56,37.52,,18
REC,Department of Recreation,Facilities Division,M,33996.2,,,18
REC,Department of Recreation,Facilities Division,F,40086.64,,,18
REC,Department of Recreation,REC 72 Facilities Division,M,40383.76,,,18
REC,Department of Recreation,REC 72 Facilities Division,M,40978.35,,,18
REC,Department of Recreation,Facilities Division,F,41584.29,,,18
REC,Department of Recreation,Facilities Division,M,48566,,,18
REC,Department of Recreation,Facilities Division,M,48566,,,18
REC,Department of Recreation,Youth Development Youth Services,F,49500,,,16
REC,Department of Recreation,REC 72 Business Services,M,50029.09,,,14
REC,Department of Recreation,Aquatic Team Management,M,50265.52,,,18
REC,Department of Recreation,Facilities Division,M,50426,,,8
REC,Department of Recreation,REC 72 Aquatic Team Management,M,52024.81,,,18
REC,Department of Recreation,Facilities Division,F,55000,,,16
REC,Department of Recreation,REC 72 Neighborhood Senior Centers - Northern,F,55729.59,,,18
REC,Department of Recreation,Facilities Division,F,55729.6,,,18
REC,Department of Recreation,Aquatic Team Management,F,55771,,,21
REC,Department of Recreation,Facilities Division,F,56285.49,,,18
REC,Department of Recreation,Facilities Division,M,57680.12,,,18
REC,Department of Recreation,Business Services,M,58676,,,16
REC,Department of Recreation,Facilities Division,F,58801.6,,,18
REC,Department of Recreation,Facilities Division,F,59229.13,,,21
REC,Department of Recreation,REC 72 Aquatic Team Management,M,59369.93,,,21
REC,Department of Recreation,Facilities Division,F,59406.12,,,18
REC,Department of Recreation,REC 72 Facilities Division,M,59406.12,,,18
REC,Department of Recreation,Youth Development Youth Services,M,59743.63,,,21
REC,Department of Recreation,Neighborhood Senior Centers - Southern,F,59743.63,,,21
REC,Department of Recreation,Countywide Programs,F,60000,,,21
REC,Department of Recreation,Aquatic Team Management,F,61302.57,,,21
REC,Department of Recreation,Facilities Division,M,61500,,,21
REC,Department of Recreation,Youth Development Youth Services,F,61967.14,,,21
REC,Department of Recreation,Youth Development Youth Services,F,62369.59,,,21
REC,Department of Recreation,REC 72 Facilities Division,F,62993,,,21
REC,Department of Recreation,Facilities Division,F,63136.96,,,21
REC,Department of Recreation,Facilities Division,F,63136.98,,,21
REC,Department of Recreation,Senior Programs,F,63448.16,,,21
REC,Department of Recreation,Aquatic Team Management,M,63448.16,,,21
REC,Department of Recreation,Facilities Division,F,65101.5,,,21
REC,Department of Recreation,REC 72 Facilities Division,F,65749.23,,,21
REC,Department of Recreation,Office of the Director,F,66189.97,,,18
REC,Department of Recreation,Business Services,F,66446,,,14
REC,Department of Recreation,REC 72 Facilities Division,F,68310,,,21
REC,Department of Recreation,Youth Development Youth Services,F,70872.68,,,21
REC,Department of Recreation,Youth Development Youth Services,F,72665.27,,,21
REC,Department of Recreation,Aquatic Team Management,F,72930,,4409.6,16
REC,Department of Recreation,Business Services,F,72930,,,16
REC,Department of Recreation,Youth Development Youth Services,M,73270.3,,,21
REC,Department of Recreation,Youth Development Youth Services,M,73636.66,,,21
REC,Department of Recreation,Facilities Division,F,75208.56,,,21
REC,Department of Recreation,Aquatic Team Management,M,75411.98,,,21
REC,Department of Recreation,Countywide Programs,M,76657.51,,,21
REC,Department of Recreation,Information Technology,M,77420.47,,,20
REC,Department of Recreation,Youth Development Youth Services,F,77815.14,,,21
REC,Department of Recreation,Senior Programs,F,77815.14,,,21
REC,Department of Recreation,Aquatic Team Management,M,77921.06,,,21
REC,Department of Recreation,Office of the Director,F,80086,,,18
REC,Department of Recreation,Facilities Division,M,80538.67,,,21
REC,Department of Recreation,Youth Development Youth Services,M,81146.05,,,21
REC,Department of Recreation,Senior Programs,F,81146.05,,,21
REC,Department of Recreation,REC 72 Youth Development Youth Services,F,81158.2,,,21
REC,Department of Recreation,Youth Development Youth Services,F,84044.37,,,21
REC,Department of Recreation,Countywide Programs,F,84695.99,,,21
REC,Department of Recreation,Countywide Programs,F,85899.21,,,21
REC,Department of Recreation,Facilities Division,F,86215.73,,,21
REC,Department of Recreation,Facilities Division,M,87258.56,,,21
REC,Department of Recreation,Facilities Division,M,88913.54,,,21
REC,Department of Recreation,Facilities Division,F,88913.55,,,21
REC,Department of Recreation,Senior Programs,F,89660.72,,,21
REC,Department of Recreation,REC 72 Senior Programs,M,90848,,1258.56,21
REC,Department of Recreation,Senior Programs,F,91155.06,,,21
REC,Department of Recreation,Business Services,F,91734.25,,,25
REC,Department of Recreation,REC 72 Facilities Division,F,92211,,4364.8,21
REC,Department of Recreation,REC 72 Facilities Division,M,92211,,4364.8,21
REC,Department of Recreation,Countywide Programs,M,92211,,2746.64,21
REC,Department of Recreation,Countywide Programs,M,92211,,2746.64,21
REC,Department of Recreation,Facilities Division,M,92211,,,21
REC,Department of Recreation,Aquatic Team Management,M,92211,,2746.64,21
REC,Department of Recreation,Countywide Programs,F,92211,,744.8,21
REC,Department of Recreation,Youth Development Youth Services,M,92211,,5574.4,21
REC,Department of Recreation,Countywide Programs,M,92211,,5574.4,21
REC,Department of Recreation,Facilities Division,F,92211,,4711.04,21
REC,Department of Recreation,Countywide Programs,M,92211,,1907.6,21
REC,Department of Recreation,Countywide Programs,F,92211,,5574.4,21
REC,Department of Recreation,Office of the Director,M,92448.82,,,23
REC,Department of Recreation,Facilities Division,F,92500,,,23
REC,Department of Recreation,Senior Programs,F,96444.72,,,23
REC,Department of Recreation,Youth Development Youth Services,M,96651.02,,,23
REC,Department of Recreation,Youth Development Youth Services,M,99304.25,,,23
REC,Department of Recreation,Senior Programs,F,99877.6,,,M3
REC,Department of Recreation,Facilities Division,F,101350,,,23
REC,Department of Recreation,REC 72 Countywide Programs,F,101350,,1576.64,23
REC,Department of Recreation,Countywide Programs,F,101350,,2013.44,23
REC,Department of Recreation,Aquatic Team Management,M,101350,,,23
REC,Department of Recreation,Facilities Division,M,101350,,,23
REC,Department of Recreation,Aquatic Team Management,M,101350,,,23
REC,Department of Recreation,Aquatic Team Management,M,101350,,,23
REC,Department of Recreation,Youth Development Youth Services,F,101350,,2013.44,23
REC,Department of Recreation,Business Services,F,101350,,,23
REC,Department of Recreation,Aquatic Team Management,F,101350,,,23
REC,Department of Recreation,Countywide Programs,M,101350,,,23
REC,Department of Recreation,Information Technology,M,101500,,,26
REC,Department of Recreation,Countywide Programs,F,105819.96,,,M3
REC,Department of Recreation,Aquatic Team Management,M,106250,,,24
REC,Department of Recreation,Youth Development Youth Services,F,107243.49,,,M3
REC,Department of Recreation,Business Services,F,109310.79,,,25
REC,Department of Recreation,REC 72 Countywide Programs,F,109761,,,25
REC,Department of Recreation,Facilities Division,M,111407,,,25
REC,Department of Recreation,Office of the Director,F,111407,,1748.48,25
REC,Department of Recreation,Southern Region,F,116721.84,,,M3
REC,Department of Recreation,Aquatic Team Management,F,117650.77,,,M3
REC,Department of Recreation,Information Technology,M,119231.44,,,M3
REC,Department of Recreation,Information Technology,F,121700.99,,,28
REC,Department of Recreation,Business Services,F,130333.1,,,M3
REC,Department of Recreation,Office of the Director,F,152181.66,,,M2
REC,Department of Recreation,Programs Division,F,161307.09,,,M2
REC,Department of Recreation,Programs Division,F,168715.45,,,M2
REC,Department of Recreation,Office of the Director,F,185000,,,0
SHF,Sheriff's Office,Courthouse Security,M,105514,18950.95,,D1
SHF,Sheriff's Office,Warrant Section,M,105514,15839.4,2547.04,D1
SHF,Sheriff's Office,Warrant Section,M,95922,13837.84,3334.24,G4
SHF,Sheriff's Office,Courthouse Security,F,105514,13743.16,,D1
SHF,Sheriff's Office,Courthouse Security,M,95922,13166.98,,G4
SHF,Sheriff's Office,Courthouse Security,F,83588,12478.86,,G4
SHF,Sheriff's Office,Courthouse Security,M,72843,12457.54,,G4
SHF,Sheriff's Office,Courthouse Security,M,78032,11826.08,,G4
SHF,Sheriff's Office,Sheriff Domestic Violence,M,95167,11520.24,,D1
SHF,Sheriff's Office,Court and Transport,M,83588,9143.65,,G4
SHF,Sheriff's Office,Administration,M,95922,8199.43,2316,G4
SHF,Sheriff's Office,Administration,M,126318.06,7847.9,,30
SHF,Sheriff's Office,Sheriff Domestic Violence,M,83588,7129.24,,G4
SHF,Sheriff's Office,Court and Transport,M,70378,7082.95,,G4
SHF,Sheriff's Office,Court and Transport,M,78032,6977.65,,G4
SHF,Sheriff's Office,Administration,M,105514,6794.53,,D1
